Season,Match,Team,Opponent,Team Rating,Rating Change,Goals,Goals Allowed,Shots,Assists,Saves,xG,Covr Rate,Save Percent,Yellow Cards,Red Cards,Time
4,134,IFC,TOE,12.42,0.0,0,2,10,0,7,0.67,0.0,0.78,0,0,Final
4,135,BBL,NCA,98.97,0.07,2,1,33,1,8,1.96,0.06,0.89,0,0,Final
4,135,NCA,BBL,71.9,0.0,1,2,9,1,31,0.98,0.11,0.94,0,0,Final
4,136,WCS,BBL,19.95,-3.4,0,10,7,0,6,0.73,0.0,0.38,0,0,Final
4,136,BBL,WCS,99.64,0.67,10,0,16,6,7,9.08,0.62,1.0,1,0,Final
4,137,IFC,SWF,21.51,9.09,3,2,12,0,11,0.89,0.25,0.85,1,0,Final
4,137,SWF,IFC,44.8,-37.84,2,3,13,0,9,2.5,0.15,0.75,0,0,Final
4,138,TOE,VSH,19.64,1.72,5,3,5,3,9,2.66,1.0,0.75,0,0,Final
4,138,VSH,TOE,38.16,-23.08,3,5,12,3,0,7.58,0.25,0.0,0,0,Final
4,139,RIP,DTF,42.45,-5.89,3,4,10,0,13,3.16,0.3,0.76,0,0,Final
4,139,DTF,RIP,51.19,2.84,4,3,17,3,7,3.88,0.24,0.7,0,0,Final
4,140,NPC,MCH,90.01,1.65,2,2,10,2,17,2.16,0.2,0.89,1,0,Final
4,140,MCH,NPC,99.17,-0.09,2,2,19,1,8,3.14,0.11,0.8,3,0,Final
4,141,TOE,ASB,19.38,-0.31,1,7,4,1,12,2.46,0.25,0.63,0,0,Final
4,141,ASB,TOE,42.66,-0.18,7,1,19,3,3,8.21,0.37,0.75,0,0,Final
4,142,VSH,MCH,39.36,1.35,1,5,8,0,13,1.57,0.12,0.72,0,0,Final
4,142,MCH,VSH,99.22,0.05,5,1,18,5,7,6.34,0.28,0.88,0,0,Final
4,143,WCS,NCA,17.15,0.0,0,5,0,0,0,0.34,0.0,0.0,0,0,Forfeit
4,143,NCA,WCS,56.45,0.0,5,0,0,0,0,2.2,0.0,0.0,0,0,Forfeit
4,144,TOE,SWF,20.04,0.62,4,6,14,1,9,2.71,0.29,0.6,0,0,Final
4,144,SWF,TOE,36.4,-7.68,6,4,15,2,10,6.96,0.4,0.71,0,0,Final
4,145,BNC,DTF,72.72,2.28,1,0,10,1,11,2.6,0.1,1.0,0,0,Final
4,145,DTF,BNC,45.4,-7.07,0,1,11,0,9,1.53,0.0,0.9,0,0,Final
4,146,NPC,IFC,91.08,-0.21,6,1,12,3,9,4.65,0.5,0.9,0,0,Final
4,146,IFC,NPC,20.02,-2.08,1,6,10,0,6,0.58,0.1,0.5,1,0,Final
4,147,WCS,RIP,17.3,0.0,0,5,0,0,0,1.23,0.0,0.0,0,0,Forfeit
4,147,RIP,WCS,41.63,0.0,5,0,0,0,0,5.49,0.0,0.0,0,0,Forfeit
4,148,ASB,SWF,41.81,-1.66,1,2,9,1,21,3.53,0.11,0.91,1,0,Final
4,148,SWF,ASB,38.2,2.96,2,1,23,2,8,3.18,0.09,0.89,2,0,Final
4,149,MCH,IFC,98.74,-0.44,3,1,11,3,9,4.69,0.27,0.9,1,0,Final
4,149,IFC,MCH,23.54,3.34,1,3,10,1,8,0.6,0.1,0.73,0,0,Final
4,150,RIP,BBL,30.03,-10.9,2,12,13,1,13,2.41,0.15,0.52,0,0,Final
4,150,BBL,RIP,94.21,2.18,12,2,25,8,11,10.42,0.48,0.85,1,0,Final
4,151,VSH,SWF,35.84,-3.47,2,5,10,2,19,2.99,0.2,0.79,0,0,Final
4,151,SWF,VSH,43.99,4.63,5,2,24,1,8,3.78,0.21,0.8,0,0,Final
4,152,WCS,DTF,17.4,0.0,0,5,0,0,0,0.88,0.0,0.0,0,0,Forfeit
4,152,DTF,WCS,38.78,0.0,5,0,0,0,0,3.52,0.0,0.0,0,0,Forfeit
4,153,BNC,NCA,65.74,-3.39,4,3,21,3,11,2.11,0.19,0.79,0,0,Final
4,153,NCA,BNC,60.56,2.56,3,4,14,0,17,1.93,0.21,0.81,0,0,Final
4,154,ASB,IFC,40.79,1.06,4,1,20,3,3,3.16,0.2,0.75,0,0,Final
4,154,IFC,ASB,21.79,-1.64,1,4,4,1,16,1.29,0.25,0.8,0,0,Final
4,155,BNC,BBL,70.93,4.97,4,2,11,2,15,2.55,0.36,0.88,0,0,Final
4,155,BBL,BNC,88.81,-4.71,2,4,17,1,7,3.55,0.12,0.64,1,0,Final
4,156,MCH,ASB,95.97,-2.34,3,5,14,1,2,5.72,0.21,0.29,1,1,Final
4,156,ASB,MCH,45.99,4.93,5,3,7,3,11,2.08,0.71,0.79,3,0,Final
4,157,RIP,NCA,27.9,-0.39,1,2,11,1,7,1.62,0.09,0.78,0,0,Final
4,157,NCA,RIP,48.21,-11.58,2,1,9,0,10,3.15,0.22,0.91,0,0,Final
4,158,MCH,TOE,95.14,-1.4,11,3,28,9,2,11.51,0.39,0.4,0,0,Final
4,158,TOE,MCH,20.77,0.68,3,11,5,3,17,1.39,0.6,0.61,0,0,Final
4,159,ASB,VSH,48.17,1.3,5,2,19,2,6,4.63,0.26,0.75,0,0,Final
4,159,VSH,ASB,33.7,-1.76,2,5,8,1,14,3.07,0.25,0.74,0,0,Final
4,160,NPC,VSH,90.92,0.18,4,1,10,3,6,5.31,0.4,0.86,0,0,Final
4,160,VSH,NPC,34.21,0.51,1,4,7,0,6,1.59,0.14,0.6,0,0,Final
4,161,IFC,VSH,21.01,-1.38,0,1,9,0,6,1.05,0.0,0.86,0,0,Final
4,161,VSH,IFC,33.84,-0.37,1,0,7,1,9,2.22,0.14,1.0,0,0,Final
4,162,WCS,BNC,17.07,0.0,0,5,0,0,0,0.61,0.0,0.0,0,0,Forfeit
4,162,BNC,WCS,72.98,0.0,5,0,0,0,0,5.31,0.0,0.0,0,0,Forfeit
4,163,NCA,DTF,25.38,-23.54,0,10,2,0,13,1.35,0.0,0.57,0,0,Final
4,163,DTF,NCA,75.85,37.85,10,0,23,1,2,5.09,0.43,1.0,0,0,Final
4,164,NPC,SWF,90.32,-0.11,2,1,9,1,11,3.88,0.22,0.92,1,0,Final
4,164,SWF,NPC,45.73,3.12,1,2,12,1,7,1.66,0.08,0.78,0,0,Final
4,165,MCH,DTF,95.95,1.01,3,1,13,3,15,3.83,0.23,0.94,0,0,Playoff/FT
4,165,DTF,MCH,73.92,-1.47,1,3,16,0,10,2.37,0.06,0.77,1,0,Playoff/FT
4,166,ASB,BBL,46.93,-1.37,1,6,10,1,6,2.65,0.1,0.5,0,0,Playoff/FT
4,166,BBL,ASB,92.96,3.61,6,1,12,5,9,6.47,0.5,0.9,0,0,Playoff/FT
4,167,MCH,BNC,97.7,1.95,10,1,29,7,2,4.15,0.34,0.67,0,0,Playoff/FT
4,167,BNC,MCH,58.96,-13.08,1,10,3,1,19,1.82,0.33,0.66,0,0,Playoff/FT
4,168,NPC,BBL,90.09,-0.94,1,3,11,1,7,2.8,0.09,0.7,0,0,Playoff/FT
4,168,BBL,NPC,94.93,3.25,3,1,10,3,10,3.2,0.3,0.91,0,0,Playoff/FT
4,169,MCH,BBL,97.43,-0.19,2,3,9,0,13,3.4,0.22,0.81,1,0,Playoff/FT
4,169,BBL,MCH,96.62,1.69,3,2,16,3,7,3.27,0.19,0.78,3,0,Playoff/FT
5,170,WCS,GFC,16.84,-0.24,2,10,8,2,12,2.02,0.25,0.55,0,0,Final
5,170,GFC,WCS,42.69,0.0,10,2,22,5,6,10.08,0.45,0.75,0,0,Final
5,171,TGS,SEX,-,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
5,171,SEX,TGS,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
5,172,ASB,SHT,38.82,-6.68,1,6,5,0,12,4.8,0.2,0.67,0,0,Final
5,172,SHT,ASB,29.0,8.95,6,1,18,2,4,3.31,0.33,0.8,0,0,Final
5,173,SSS,HFC,16.43,0.0,2,2,10,0,10,2.02,0.2,0.83,0,0,Final
5,173,HFC,SSS,16.43,0.21,2,2,12,1,8,2.02,0.17,0.8,0,0,Final
5,174,SSS,SEX,16.81,0.38,3,1,27,2,0,3.04,0.11,0.0,0,0,Final
5,174,SEX,SSS,13.78,0.0,1,3,1,1,24,1.01,1.0,0.89,0,0,Final
5,175,TGS,VBF,-,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
5,175,VBF,TGS,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
5,176,NPC,GFC,92.21,-0.95,1,3,5,0,11,2.19,0.2,0.79,0,0,Final
5,176,GFC,NPC,99.62,52.11,3,1,14,1,4,3.26,0.21,0.8,0,0,Final
5,177,WCS,ASB,20.38,0.51,1,1,4,1,9,1.57,0.25,0.9,0,0,Final
5,177,ASB,WCS,39.63,-3.02,1,1,10,0,3,4.29,0.1,0.75,0,0,Final
5,178,BBL,HFC,93.91,-4.05,1,1,8,1,3,7.25,0.12,0.75,0,0,Final
5,178,HFC,BBL,19.14,2.58,1,1,4,0,7,0.76,0.25,0.88,0,0,Final
5,179,SSS,BBL,28.81,9.67,2,5,10,0,7,1.37,0.2,0.58,0,0,Final
5,179,BBL,SSS,90.78,-3.13,5,2,12,5,8,5.7,0.42,0.8,0,0,Final
5,180,ASB,BAC,37.59,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
5,180,BAC,ASB,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
5,181,TOE,GFC,21.11,1.0,1,3,8,0,19,1.21,0.12,0.86,0,0,Final
5,181,GFC,TOE,87.5,-12.11,3,1,22,2,7,7.92,0.14,0.88,0,0,Final
5,182,HFC,VBF,20.22,-0.05,9,4,23,6,0,9.22,0.39,0.0,0,0,Final
5,182,VBF,HFC,15.58,0.0,4,9,4,1,14,4.1,1.0,0.61,0,0,Final
5,183,NPC,SHT,84.63,-3.26,3,3,17,1,15,5.47,0.18,0.83,0,0,Final
5,183,SHT,NPC,34.96,5.88,3,3,18,3,14,1.93,0.17,0.82,0,0,Final
5,184,GFC,ASB,85.75,-0.23,2,1,13,1,5,3.57,0.15,0.83,0,0,Final
5,184,ASB,GFC,39.39,0.77,1,2,6,1,11,1.42,0.17,0.85,0,0,Final
5,185,WCS,BAC,18.07,-0.15,2,7,15,1,11,2.06,0.13,0.61,0,0,Final
5,185,BAC,WCS,37.89,0.0,7,2,18,5,13,7.2,0.39,0.87,0,0,Final
5,186,SSS,TGS,28.35,-0.56,7,5,12,4,5,7.17,0.58,0.5,0,0,Final
5,186,TGS,SSS,23.01,0.0,5,7,10,2,5,5.12,0.5,0.42,0,0,Final
5,187,TOE,BAC,20.84,0.32,1,2,8,0,15,1.84,0.12,0.88,0,0,Final
5,187,BAC,TOE,39.67,2.65,2,1,17,1,7,4.8,0.12,0.88,0,0,Final
5,188,BBL,VBF,88.97,-1.82,6,1,27,5,7,10.2,0.22,0.88,1,0,Final
5,188,VBF,BBL,21.5,5.99,1,6,8,1,21,1.57,0.12,0.78,0,0,Final
5,189,NPC,TOE,81.8,0.28,8,1,23,6,5,8.8,0.35,0.83,0,0,Final
5,189,TOE,NPC,20.51,-0.06,1,8,6,1,15,1.41,0.17,0.65,0,0,Final
5,190,HFC,TGS,26.45,0.21,6,4,17,2,2,6.52,0.35,0.33,0,0,Final
5,190,TGS,HFC,22.46,-1.54,4,6,6,2,11,4.94,0.67,0.65,0,0,Final
5,191,VBF,SEX,18.34,-3.52,0,6,0,0,16,1.25,0.0,0.73,0,0,Final
5,191,SEX,VBF,44.5,27.24,6,0,22,4,0,5.03,0.27,0.0,0,0,Final
5,192,SHT,GFC,43.39,10.5,6,1,11,4,4,3.03,0.55,0.8,0,0,Final
5,192,GFC,SHT,45.83,-35.25,1,6,5,0,5,3.22,0.2,0.45,1,0,Final
5,193,SHT,TOE,40.13,-3.26,5,2,26,4,3,7.29,0.19,0.6,0,0,Final
5,193,TOE,SHT,20.15,0.05,2,5,5,2,21,2.57,0.4,0.81,0,0,Final
5,194,NPC,BAC,80.56,0.0,5,0,0,0,0,3.47,0.0,0.0,0,0,Forfeit
5,194,BAC,NPC,36.08,0.0,0,5,0,0,0,1.38,0.0,0.0,0,0,Forfeit
5,195,SHT,WCS,40.13,0.0,5,0,0,0,0,7.23,0.0,0.0,0,0,Forfeit
5,195,WCS,SHT,17.34,0.0,0,5,0,0,0,1.71,0.0,0.0,0,0,Forfeit
5,196,TGS,BBL,26.22,2.14,2,9,8,0,7,2.3,0.25,0.44,0,0,Final
5,196,BBL,TGS,88.18,0.01,9,2,16,7,6,10.37,0.56,0.75,0,1,Final
5,197,GFC,BAC,60.22,15.38,10,0,17,6,5,6.79,0.59,1.0,0,0,Final
5,197,BAC,GFC,19.05,-16.87,0,10,5,0,7,1.34,0.0,0.41,0,0,Final
5,198,ASB,TOE,34.49,-2.96,3,4,16,2,7,5.7,0.19,0.64,0,0,Final
5,198,TOE,ASB,20.43,0.82,4,3,11,2,13,2.47,0.36,0.81,0,0,Final
5,199,SSS,VBF,38.25,-1.68,7,3,22,6,4,7.13,0.32,0.57,0,0,Final
5,199,VBF,SSS,19.57,0.96,3,7,7,2,15,2.48,0.43,0.68,0,0,Final
5,200,WCS,NPC,15.82,-0.55,0,10,2,0,6,0.64,0.0,0.38,0,0,Final
5,200,NPC,WCS,84.09,2.22,10,0,16,6,2,9.07,0.62,1.0,0,0,Final
5,201,SEX,HFC,61.06,11.27,4,1,12,4,4,3.29,0.33,0.8,0,0,Final
5,201,HFC,SEX,26.74,-0.55,1,4,5,1,8,1.22,0.2,0.67,1,0,Final
5,202,SEX,BBL,68.3,7.24,4,3,10,4,3,1.99,0.4,0.5,1,0,Final
5,202,BBL,SEX,84.85,-3.49,3,4,6,2,6,2.67,0.5,0.6,0,0,Final
5,203,TOE,WCS,19.76,-0.52,2,1,8,1,9,4.05,0.25,0.9,0,0,Final
5,203,WCS,TOE,15.46,-0.27,1,2,10,1,6,1.83,0.1,0.75,0,0,Final
5,204,ASB,NPC,35.54,1.6,3,3,11,2,4,1.85,0.27,0.57,0,0,Final
5,204,NPC,ASB,79.73,-3.11,3,3,7,1,8,4.7,0.43,0.73,0,0,Final
5,205,SHT,BAC,41.43,0.0,5,0,0,0,0,7.83,0.0,0.0,0,0,Forfeit
5,205,BAC,SHT,18.72,0.0,0,5,0,0,0,2.22,0.0,0.0,0,0,Forfeit
5,206,BBL,TOE,83.77,-1.58,9,2,24,7,4,9.39,0.38,0.67,0,0,Playoff/FT
5,206,TOE,BBL,19.98,0.26,2,9,6,1,15,1.37,0.33,0.62,0,0,Playoff/FT
5,207,GFC,SEX,55.45,-3.35,2,3,10,1,5,1.89,0.2,0.62,0,0,Playoff/OT
5,207,SEX,GFC,70.09,1.84,3,2,8,2,8,2.45,0.38,0.8,0,0,Playoff/OT
5,208,HFC,SHT,30.18,2.55,7,7,15,3,8,3.9,0.47,0.53,0,0,Playoff/OT
5,208,SHT,HFC,38.54,-2.74,7,7,15,7,8,5.3,0.47,0.53,0,0,Playoff/OT
5,209,NPC,SSS,85.0,5.96,11,1,16,8,10,6.33,0.69,0.91,0,0,Playoff/FT
5,209,SSS,NPC,29.56,-14.45,1,11,11,1,5,1.78,0.09,0.31,0,0,Playoff/FT
5,210,BBL,SEX,76.16,-5.56,2,6,8,2,9,2.54,0.25,0.6,0,0,Playoff/FT
5,210,SEX,BBL,78.83,15.9,6,2,15,3,6,2.66,0.4,0.75,1,0,Playoff/FT
5,211,NPC,HFC,84.43,-0.14,4,1,12,3,6,5.75,0.33,0.86,0,0,Playoff/FT
5,211,HFC,NPC,29.12,0.54,1,4,7,1,8,1.6,0.14,0.67,0,0,Playoff/FT
5,212,NPC,SEX,86.51,2.08,1,0,8,1,10,2.08,0.12,1.0,0,0,Playoff/FT
5,212,SEX,NPC,79.83,0.41,0,1,10,0,7,1.84,0.0,0.88,0,0,Playoff/FT
6,213,TOE,LBJ,20.18,0.21,1,3,8,1,7,1.03,0.12,0.7,0,0,Final
6,213,LBJ,TOE,42.17,0.0,3,1,10,3,7,3.07,0.3,0.88,0,0,Final
6,214,NFC,DTF,95.56,16.49,2,0,14,1,8,2.72,0.14,1.0,1,0,Final
6,214,DTF,NFC,58.78,-3.4,0,2,8,0,12,1.31,0.0,0.86,1,1,Final
6,215,NPC,GGS,87.17,-0.67,9,2,25,8,6,9.24,0.36,0.75,0,0,Final
6,215,GGS,NPC,25.92,0.0,2,9,8,1,16,2.05,0.25,0.64,0,0,Final
6,216,WCS,MCH,15.33,-0.24,0,11,1,0,12,0.52,0.0,0.52,0,0,Final
6,216,MCH,WCS,95.94,0.66,11,0,23,6,1,11.29,0.48,1.0,0,0,Final
6,217,MFC,TGS,66.61,-26.18,4,3,13,1,8,6.19,0.31,0.73,0,0,Final
6,217,TGS,MFC,28.49,4.5,3,4,11,0,9,2.29,0.27,0.69,0,0,Final
6,218,SWF,DCK,45.8,1.97,17,1,26,7,4,17.28,0.65,0.8,3,0,Final
6,218,DCK,SWF,13.73,0.0,1,17,5,0,9,1.02,0.2,0.35,0,0,Final
6,219,DTF,VSH,45.56,-16.54,4,7,4,1,14,3.92,1.0,0.67,0,0,Final
6,219,VSH,DTF,41.56,6.46,7,4,21,7,0,3.54,0.33,0.0,0,0,Final
6,220,LBJ,BNC,19.57,-25.34,2,10,7,0,11,1.49,0.29,0.52,0,0,Final
6,220,BNC,LBJ,63.18,3.13,10,2,21,4,5,7.48,0.48,0.71,0,0,Final
6,221,DOG,NPC,12.42,0.0,0,8,4,0,5,0.14,0.0,0.38,0,0,Final
6,221,NPC,DOG,99.45,8.94,8,0,13,6,4,8.09,0.62,1.0,0,0,Final
6,222,HRM,TGS,14.52,0.0,1,10,3,1,2,1.0,0.33,0.17,0,0,Final
6,222,TGS,HRM,43.03,2.27,10,1,12,2,2,10.09,0.83,0.67,0,0,Final
6,223,MFC,NFC,79.34,-13.26,1,5,9,1,13,1.25,0.11,0.72,1,0,Final
6,223,NFC,MFC,100.0,0.22,5,1,18,3,8,3.28,0.28,0.89,1,0,Final
6,224,HRM,VSH,16.7,2.32,1,3,2,0,13,0.81,0.5,0.81,0,0,Final
6,224,VSH,HRM,55.09,-8.57,3,1,16,2,1,5.53,0.19,0.5,0,0,Final
6,225,NFC,VSH,97.04,-2.96,1,3,6,0,8,3.4,0.17,0.73,0,0,Final
6,225,VSH,NFC,64.55,9.46,3,1,11,1,5,1.71,0.27,0.83,0,0,Final
6,226,BNC,MSQ,89.01,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
6,226,MSQ,BNC,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
6,227,TOE,WCS,27.92,2.31,9,2,14,9,15,4.72,0.64,0.88,0,0,Final
6,227,WCS,TOE,17.23,-0.22,2,9,17,1,5,1.73,0.12,0.36,0,0,Final
6,228,DCK,GGS,16.2,1.6,4,9,10,2,8,3.63,0.4,0.47,0,0,Final
6,228,GGS,DCK,24.29,-14.48,9,4,17,2,6,9.88,0.53,0.6,1,0,Final
6,229,RFT,DOG,12.43,0.0,9,1,21,0,3,9.06,0.43,0.75,0,0,Final
6,229,DOG,RFT,12.42,0.0,1,9,4,0,12,1.92,0.25,0.57,0,0,Final
6,230,SWF,NPC,78.02,3.45,1,2,12,1,13,1.75,0.08,0.87,0,0,Final
6,230,NPC,SWF,99.5,0.04,2,1,15,2,11,3.38,0.13,0.92,0,0,Final
6,231,MFC,HRM,64.17,-9.71,3,1,16,2,7,4.24,0.19,0.88,1,0,Final
6,231,HRM,MFC,18.31,1.37,1,3,8,0,13,0.7,0.12,0.81,1,0,Final
6,232,MCH,LBJ,99.97,0.01,8,1,22,7,2,9.17,0.36,0.67,0,0,Final
6,232,LBJ,MCH,26.97,2.36,1,8,3,0,14,1.07,0.33,0.64,0,0,Final
6,233,WCS,MSQ,17.04,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
6,233,MSQ,WCS,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
6,234,TGS,DTF,49.86,0.0,5,0,0,0,0,4.43,0.0,0.0,0,0,Forfeit
6,234,DTF,TGS,67.67,0.0,0,5,0,0,0,6.21,0.0,0.0,0,0,Forfeit
6,235,MCH,TOE,99.97,0.0,6,0,27,6,4,9.3,0.22,1.0,0,0,Final
6,235,TOE,MCH,27.35,-0.22,0,6,4,0,21,1.13,0.0,0.78,0,0,Final
6,236,RFT,GGS,94.49,82.05,16,1,34,11,6,15.12,0.47,0.86,0,0,Final
6,236,GGS,RFT,18.38,-4.67,1,16,7,0,18,1.39,0.14,0.53,0,0,Final
6,237,NFC,HRM,71.3,-8.44,3,1,11,1,6,3.91,0.27,0.86,1,0,Final
6,237,HRM,NFC,17.82,1.24,1,3,7,0,8,0.53,0.14,0.73,0,0,Final
6,238,NPC,DCK,87.76,-5.6,8,4,8,7,10,12.47,1.0,0.71,0,0,Final
6,238,DCK,NPC,19.25,4.67,4,8,14,3,0,1.54,0.29,0.0,0,0,Final
6,239,BNC,MCH,70.04,4.01,2,2,7,2,8,2.03,0.29,0.8,0,0,Final
6,239,MCH,BNC,97.1,-0.37,2,2,10,1,5,3.68,0.2,0.71,0,0,Final
6,240,TOE,MSQ,21.7,0.0,5,0,0,0,0,-,0.0,0.0,0,0,Forfeit
6,240,MSQ,TOE,-,0.0,0,5,0,0,0,-,0.0,0.0,0,0,Forfeit
6,241,HRM,DTF,18.89,1.45,2,4,8,1,12,1.25,0.25,0.75,0,0,Final
6,241,DTF,HRM,42.15,-3.67,4,2,16,0,6,4.4,0.25,0.75,0,0,Final
6,242,DOG,GGS,20.87,4.03,4,3,21,0,13,3.48,0.19,0.81,1,0,Final
6,242,GGS,DOG,22.01,-1.45,3,4,16,2,17,3.88,0.19,0.81,0,0,Final
6,243,MFC,VSH,45.74,0.0,5,0,0,0,0,3.14,0.0,0.0,0,0,Forfeit
6,243,VSH,MFC,43.95,0.0,0,5,0,0,0,3.01,0.0,0.0,0,0,Forfeit
6,244,WCS,LBJ,15.19,-0.03,1,1,12,1,5,1.49,0.08,0.83,0,0,Final
6,244,LBJ,WCS,17.97,-3.13,1,1,6,1,11,2.8,0.17,0.92,0,0,Final
6,245,DCK,RFT,18.89,0.0,5,0,0,0,0,1.26,0.0,0.0,0,0,Forfeit
6,245,RFT,DCK,99.98,0.0,0,5,0,0,0,21.87,0.0,0.0,0,0,Forfeit
6,246,DOG,SWF,30.94,9.87,3,1,10,2,22,1.9,0.3,0.96,0,0,Final
6,246,SWF,DOG,55.83,-10.59,1,3,23,1,7,3.77,0.04,0.7,0,0,Final
6,247,TGS,NFC,39.88,4.24,3,2,11,3,8,2.69,0.27,0.8,0,0,Final
6,247,NFC,TGS,55.62,-10.28,2,3,10,1,8,3.88,0.2,0.73,1,0,Final
6,248,DTF,MFC,36.63,-3.13,4,7,11,4,17,3.31,0.36,0.71,0,0,Final
6,248,MFC,DTF,49.72,4.99,7,4,24,3,7,4.67,0.29,0.64,0,0,Final
6,249,TOE,BNC,21.2,0.06,3,11,13,2,18,1.72,0.23,0.62,1,0,Final
6,249,BNC,TOE,67.75,2.33,11,3,29,9,10,7.83,0.38,0.77,0,0,Final
6,250,MCH,MSQ,99.89,4.07,9,0,25,8,2,9.08,0.36,1.0,0,0,Final
6,250,MSQ,MCH,12.42,0.0,0,9,2,0,16,0.14,0.0,0.64,1,0,Final
6,251,DCK,DOG,23.18,0.0,5,0,0,0,0,3.15,0.0,0.0,0,0,Forfeit
6,251,DOG,DCK,42.06,0.0,0,5,0,0,0,7.13,0.0,0.0,0,0,Forfeit
6,252,SWF,RFT,78.71,1.91,5,8,19,2,7,3.23,0.26,0.47,1,0,Final
6,252,RFT,SWF,99.97,-0.03,8,5,15,5,14,7.59,0.53,0.74,0,0,Final
6,253,NPC,RFT,99.24,0.55,4,2,13,3,13,3.81,0.31,0.87,2,0,Final
6,253,RFT,NPC,99.57,-0.4,2,4,15,2,9,4.03,0.13,0.69,0,0,Final
6,254,TGS,VSH,64.79,4.73,3,1,14,1,6,4.36,0.21,0.86,0,0,Final
6,254,VSH,TGS,56.96,-3.66,1,3,7,0,11,3.78,0.14,0.79,0,1,Final
6,255,WCS,BNC,16.89,0.31,1,7,12,1,14,0.71,0.08,0.67,0,0,Final
6,255,BNC,WCS,87.78,-2.0,7,1,21,3,11,8.41,0.33,0.92,0,0,Final
6,256,SWF,GGS,73.15,-1.92,8,4,21,7,3,7.82,0.38,0.43,0,0,Final
6,256,GGS,SWF,30.37,1.98,4,8,7,4,13,2.83,0.57,0.62,0,0,Final
6,257,MSQ,LBJ,12.42,0.0,5,0,0,0,0,0.42,0.0,0.0,0,0,Forfeit
6,257,LBJ,MSQ,21.04,0.0,0,5,0,0,0,2.3,0.0,0.0,0,0,Forfeit
6,258,TOE,SWF,26.04,-0.67,1,8,7,1,11,1.98,0.14,0.58,0,0,Playoff/FT
6,258,SWF,TOE,77.56,4.41,8,1,19,8,6,7.4,0.42,0.86,1,0,Playoff/FT
6,259,MCH,RFT,99.61,-0.3,0,6,11,0,9,2.86,0.0,0.6,1,0,Playoff/FT
6,259,RFT,MCH,100.0,0.22,6,0,15,3,11,4.76,0.4,1.0,0,0,Playoff/FT
6,260,NPC,VSH,99.72,0.21,7,1,17,5,7,4.89,0.41,0.88,0,0,Playoff/FT
6,260,VSH,NPC,50.39,-4.87,1,7,8,1,10,1.45,0.12,0.59,0,0,Playoff/FT
6,261,BNC,TGS,87.51,2.04,3,1,16,2,0,4.55,0.19,0.0,1,0,Playoff/FT
6,261,TGS,BNC,60.84,-0.69,1,3,1,1,13,2.82,1.0,0.81,0,0,Playoff/FT
6,262,SWF,MFC,85.62,2.91,3,1,31,3,6,3.83,0.1,0.86,0,0,Playoff/FT
6,262,MFC,SWF,66.04,-2.67,1,3,7,1,28,2.71,0.14,0.9,0,0,Playoff/FT
6,263,NPC,BNC,99.29,-0.45,3,5,4,2,25,3.26,0.75,0.83,0,0,Playoff/FT
6,263,BNC,NPC,90.32,2.96,5,3,30,4,1,2.22,0.17,0.25,0,0,Playoff/FT
6,264,RFT,SWF,100.0,0.0,6,1,16,6,10,6.76,0.38,0.91,0,0,Playoff/FT
6,264,SWF,RFT,84.83,0.16,1,6,11,1,10,2.08,0.09,0.62,0,0,Playoff/FT
6,265,RFT,BNC,99.7,-0.3,3,10,17,1,16,5.12,0.18,0.62,0,0,Playoff/FT
6,265,BNC,RFT,96.71,6.23,10,3,26,8,14,3.93,0.38,0.82,0,0,Playoff/FT
7,266,EGG,NPC,28.56,0.0,1,6,10,1,7,1.01,0.1,0.54,0,0,Final
7,266,NPC,EGG,99.12,0.06,6,1,13,5,9,6.04,0.46,0.9,0,0,Final
7,267,GFC,MCH,59.64,-25.03,1,9,7,0,2,1.75,0.14,0.18,1,0,Final
7,267,MCH,GFC,99.91,0.2,9,1,11,9,6,5.33,0.82,0.86,0,1,Final
7,268,VBF,NFC,28.53,1.61,2,5,15,2,10,1.52,0.13,0.67,0,0,Final
7,268,NFC,VBF,75.53,-2.49,5,2,15,4,13,4.77,0.33,0.87,1,0,Final
7,269,HFC,LBJ,54.19,4.48,7,1,15,5,7,5.82,0.47,0.88,0,0,Final
7,269,LBJ,HFC,20.06,-1.74,1,7,8,0,8,1.45,0.12,0.53,0,0,Final
7,270,TOE,RFT,28.97,2.68,5,6,18,4,3,2.32,0.28,0.33,1,0,Final
7,270,RFT,TOE,95.59,-4.18,6,5,9,4,13,11.03,0.67,0.72,0,0,Final
7,271,EGG,MCH,41.56,13.47,2,6,6,2,13,1.53,0.33,0.68,0,0,Final
7,271,MCH,EGG,99.78,-0.09,6,2,19,4,4,6.5,0.32,0.67,0,0,Final
